,time,tweets
26,2018-07-23 16:01:48, The GST on SanitaryNapkins campaign had been so misinformed It s sad that the GST Council on Saturday buckled under mi
27,2018-07-23 16:01:05,GST rates have been recommended to be brought down from 28 to 18 on the following items
28,2018-07-23 16:01:05, ml First you introduce mass indirect tax heavily skewed against economically deprived named GST Impose high tax on essential
29,2018-07-23 16:00:59,GST rates have been recommended to be brought down from 28 to 18 on the following items
30,2018-07-23 16:00:44,I congratulate ji in keeping GST so open ended and feedback sensitive This is by far the best polic
31,2018-07-23 15:59:43, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
32,2018-07-23 15:59:40, The GST on SanitaryNapkins campaign had been so misinformed It s sad that the GST Council on Saturday buckled under mi
33,2018-07-23 15:59:32, The GSTCouncilMeet s removal of GST on SanitaryNapkins is an eyewash by where inputtaxcredits is denied 2
34,2018-07-23 15:59:17, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
35,2018-07-23 15:59:14,The GST on SanitaryNapkins campaign had been so misinformed It s sad that the GST Council on Saturday buckled un
36,2018-07-23 15:58:20, jantv Better late than never SanitaryNapkins finally exempted from GST step in right direction
37,2018-07-23 15:57:53, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
38,2018-07-23 15:57:17, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
39,2018-07-23 15:56:21,Good to know but parts of it sounds like VAT days only Plus I really pity the IT vendor in GST The changes will
40,2018-07-23 15:55:18, Reduction in GST rates from 28 to 18 https
41,2018-07-23 15:53:56,The government is expected to take a hit of Rs 15 000 crore after slashing GST rates on over 50 items spiking rev
42,2018-07-23 15:53:54, The GST Council has reduced the GST rate on lithium ion batteries for ElectricVehicles from 28 per cent to 18 per cent
43,2018-07-23 15:53:38, Reduction in GST rates from 28 to 18 https
44,2018-07-23 15:52:38, Reduction in GST rates from 28 to 18 https
45,2018-07-23 15:51:08, After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of
46,2018-07-23 15:50:37, End of Day Wrap up Monday July 23 2018 GST GSTCouncil profit PiramalCapital Samhi SBI PNB LIC IT Atos Syntel
47,2018-07-23 15:49:41, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
48,2018-07-23 15:49:03, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
49,2018-07-23 15:46:41, Consumer durables and electronics makers expect a bumper festive period as GST rate cuts set to boost affordability bu
50,2018-07-23 15:46:27, GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
51,2018-07-23 15:45:43, When GST was implemented on 1st July 2017 there were 226 goods in 28 tax slab Today there are only 35 GSTCounc
52,2018-07-23 15:45:30, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
53,2018-07-23 15:45:24,National Anti Profiteering Authority is set up to monitor if tax cuts are passed on to the consumers or not Testin
54,2018-07-23 15:44:27,Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though
55,2018-07-23 15:43:39,Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though griv
56,2018-07-23 15:43:23, Sanitary Napkins exempted from GST A great move much needed Thank you ji GSTCouncil GSTCouncilMeet
57,2018-07-23 15:42:57,Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though griv
58,2018-07-23 15:41:01, Was invited today to Punjabi show Gallaan te Geet regarding One year GST Journey so far and future prospects
59,2018-07-23 15:39:33, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
60,2018-07-23 15:37:55, A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene
61,2018-07-23 15:37:26,FT Footwear Makers Divided On Passing GST Benefit To Consumers adeshgupta footwearnews
62,2018-07-23 15:37:20, Decision to exempt sanitary napkins from GST was taken today at 28th GSTCouncilMeet This will help innumerable women a
63,2018-07-23 15:36:47,Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though
64,2018-07-23 15:36:05, Odisha Exemption of GST on SanitaryNapkins will positively impact public health of future generations amp benefit Odisha s Kh
65,2018-07-23 15:35:55,Dealer can not able to file GSTR4 2 taxpayer instead of already having composition
66,2018-07-23 15:35:17, GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
67,2018-07-23 15:34:57, After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of
68,2018-07-23 15:34:36, GST on lithium ion batteries reduced to 18 percent from 28 percent earlier
69,2018-07-23 15:34:13, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
70,2018-07-23 15:33:52, GoI Dealer can not able to file GSTR4 2 taxpayer instead of already havi
71,2018-07-23 15:32:33, Election tilt GST Council s rush job angers some FMs of Opposition ruled states who called the process undemocratic unplea
72,2018-07-23 15:32:14,GST on lithium ion batteries reduced to 18 percent from 28 percent earlier
73,2018-07-23 15:31:08,NDA s economic policies have hit village economy our state never think about handloom we
74,2018-07-23 15:30:29, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
75,2018-07-23 15:30:29, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
76,2018-07-23 15:30:15,GoI Dealer can not able to file GSTR4 2 taxpayer instead of already h
77,2018-07-23 15:30:05, CII welcomes the landmark decisions taken by the Council at its 28th Meeting The decisions are in line with industry s
78,2018-07-23 15:30:00,GST rate cuts Discretionary spending likely to gather steam
79,2018-07-23 15:28:32, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
80,2018-07-23 15:27:55, MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores
81,2018-07-23 15:27:18, If slow n sure steps was the idea this certainly seems well done Govt getting a proper grip on GST If this
82,2018-07-23 15:25:44, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
83,2018-07-23 15:25:36, Major achievements of GST Under reporting of turnover became ALMOST impossible leading 2 widening of tax base amp higher T
84,2018-07-23 15:25:14, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
85,2018-07-23 15:23:18, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
86,2018-07-23 15:22:58, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
87,2018-07-23 15:22:55, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
88,2018-07-23 15:22:45, Why no GST on sanitary napkins could actually make it costlier via
89,2018-07-23 15:21:19, After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of
90,2018-07-23 15:21:10, A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene
91,2018-07-23 15:20:11,While GST Council s Tax Cuts Will Bring Cheer It Could Work Out to a Rs 15 000 Crore Revenue Hit
92,2018-07-23 15:19:08, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
93,2018-07-23 15:18:52, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
94,2018-07-23 15:18:35, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
95,2018-07-23 15:17:32, GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
96,2018-07-23 15:17:24, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
97,2018-07-23 15:16:56,Those who are going gaga over no GST on sanitary napkin should read this article Council should amend this to be
98,2018-07-23 15:16:51, GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
99,2018-07-23 15:16:11, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
100,2018-07-23 15:16:05, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
101,2018-07-23 15:15:36, RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI
102,2018-07-23 15:14:56,BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years i
103,2018-07-23 15:14:20,GST return filing has been made simpler for all taxpayers Here are the details Council GoI
104,2018-07-23 15:14:03, The GST council has abolished tax on sanitary napkins Thank you to the FM and the gst council Thank you to the women w
105,2018-07-23 15:13:50,BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years i
106,2018-07-23 15:13:39, A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene
107,2018-07-23 15:13:31,BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in
108,2018-07-23 15:13:21, People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me
109,2018-07-23 15:12:43,BJP are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in T
110,2018-07-23 15:11:45,You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in
111,2018-07-23 15:11:08, MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores
112,2018-07-23 15:10:18, People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me
113,2018-07-23 15:10:03,BJP totally exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tihar Prades
114,2018-07-23 15:09:44, GST Changes Simplified
115,2018-07-23 15:07:32,You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tiha
116,2018-07-23 15:06:51,You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tihar
117,2018-07-23 15:06:51, People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me
118,2018-07-23 15:05:56, Here is what brought tears of joy in AkshayKumar s eyes GSTCounc
119,2018-07-23 15:05:56, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
120,2018-07-23 15:05:26, GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
121,2018-07-23 15:04:44, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
122,2018-07-23 15:04:16, Tax experts say exemption for sanitary napkins may not lead to lower prices as input tax credit will be denied In Ju
123,2018-07-23 15:03:16, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
124,2018-07-23 15:03:07,People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poor
125,2018-07-23 15:02:18,GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA
126,2018-07-23 15:01:40,Finally GOVT Concluded GST from SanitaryNapkins Great move AccheDin
127,2018-07-23 15:00:52,Himachal Pradesh CM welcomes GST Council s decision to cut rate on 88 items simplify return filing
128,2018-07-23 15:00:02,GST Council s decision was very fair and will ensure that both hoteliers and consumers have clarity on the tax t
129,2018-07-23 14:59:56, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
130,2018-07-23 14:58:56, WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March
131,2018-07-23 14:58:12, WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March
132,2018-07-23 14:57:49, The Good amp Simple Tax GST is now more farmer friendly Welcome the decision to reduce tax rates on Biofuel pellets Etha
133,2018-07-23 14:57:25, A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene
134,2018-07-23 14:55:13,Keep GST rate on lithium ion battery same as electric vehicles SMEV ElectricVehicles ElectricVehicle
135,2018-07-23 14:55:05,Keep GST rate on lithium ion battery same as electric vehicles SMEV
136,2018-07-23 14:54:55, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
137,2018-07-23 14:54:51, Why no GST on sanitary napkins could actually make it costlier via
138,2018-07-23 14:53:39, The GST council has abolished tax on sanitary napkins Thank you to the FM and the gst council Thank you to the women w
139,2018-07-23 14:52:43,Govt open to further review of GST rates Rajnath
140,2018-07-23 14:52:06, After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of
141,2018-07-23 14:50:47, The Government finally realizes that Sanitary Napkins are not luxury for women Sanitary Napkins are exempted from GST a
142,2018-07-23 14:50:07, A wonderful initiative towards women empowerment and also ensuring their health amp hygiene A big thank you to Shri
143,2018-07-23 14:50:00, The Good amp Simple Tax GST is now more farmer friendly Welcome the decision to reduce tax rates on Biofuel pellets Etha
144,2018-07-23 14:49:30, MP Tiruchi Siva DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March 8 2018 Wo
145,2018-07-23 14:48:58, Decision to exempt sanitary napkins from GST was taken today at 28th GSTCouncilMeet This will help innumerable women a
146,2018-07-23 14:48:56, GST on Bamboo flooring was reduced to 12 at the 28th GSTCouncilMeet today This was one of the proposals presented by
147,2018-07-23 14:48:52, No GST on sanitarynapkins now GSTCouncilMeet approved the demand of Maharashtra IN today s 28th council meeting in
148,2018-07-23 14:48:17, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
149,2018-07-23 14:48:05, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
150,2018-07-23 14:48:02, Why no GST on sanitary napkins could actually make it costlier via
151,2018-07-23 14:47:59, MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores
152,2018-07-23 14:47:36, The announcement by the Govt on allowing hotels to charge GST on actual tariff and not on published tariff is a very positi
153,2018-07-23 14:46:54, Why no GST on sanitary napkins could actually make it costlier via
154,2018-07-23 14:46:46, marketupdate nifty50 manage to stay at 11000 Bata stocks are trading hire 5 amp Havells share gains up to 8 Mark
155,2018-07-23 14:46:29,Simplified GST Return Process TGI goodsandservicestax goodsandservicestax gstcouncil
156,2018-07-23 14:46:28,28th GST Council Updates A Quick Read TGI goodsandservicestax canikhiljhanwar
157,2018-07-23 14:46:28,GST Advance Ruling Mechanism TGI goodsandservicestax advanceruling goodsandservicestax
158,2018-07-23 14:46:27,Recommendations of 28th GST Council Meeting Whats good amp whats not TGI
159,2018-07-23 14:46:26,28th GST council meeting Recommendations and it s impact in business TGI
160,2018-07-23 14:45:21, Why no GST on sanitary napkins could actually make it costlier via
161,2018-07-23 14:45:20, The GST Council has reduced the GST rate on lithium ion batteries for ElectricVehicles from 28 per cent to 18 per cent
162,2018-07-23 14:45:06, Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t
163,2018-07-23 14:45:00,Taxman Alert eCommerce Companies May Face Audit On GST Rate Cuts taxation GST
164,2018-07-23 14:43:13,All women activists amp feminists should be happy for succeeding in getting GST removed on Sanitary Pads
165,2018-07-23 14:43:08, The GST rate rationalisation is in keeping with the principles of prudence good economics amp Sabka Saath Sabka Vikas a
166,2018-07-23 14:42:02, Under the dynamic leadership of PM Ji Synthetic textile manufactures announce to cut prices of their produ
167,2018-07-23 14:40:42,Why no GST on sanitary napkins could actually make it costlier via
168,2018-07-23 14:40:26,
169,2018-07-23 14:38:34, Allowing hotels to charge GST on actual tariff is very positive This has been a demand of industry amp we r indeed grateful to
170,2018-07-23 14:37:34, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
171,2018-07-23 14:35:13, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
172,2018-07-23 14:33:02, A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene
173,2018-07-23 14:32:39, Why shouldn t be PM JanDhan OROP GST demonetisation SwachhBharath MakeInIndia Ujwala Saubhag
174,2018-07-23 14:31:04,The GST Regime is complicated n needs to be abolished
175,2018-07-23 14:30:51, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
176,2018-07-23 14:30:12, Why shouldn t be PM JanDhan OROP GST demonetisation SwachhBharath MakeInIndia Ujwala Saubhag
177,2018-07-23 14:30:01,Private consumption may get an added kick after a cut in indirect tax rates for a number of consumer goods GST
178,2018-07-23 14:29:58,End of Day Wrap up Monday July 23 2018 GST GSTCouncil profit PiramalCapital Samhi SBI PNB LIC IT
179,2018-07-23 14:29:15, Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t
180,2018-07-23 14:29:02,DidYouKnow Helpful tips for all ClearTax GST software users
181,2018-07-23 14:27:38, WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March
182,2018-07-23 14:26:45,Have spoken to more than a thousand persons in Chhattisgarh in last two months GST is getting a thunbs down
183,2018-07-23 14:24:15, Germany Yes Big Win for Woman across the Nation AGAINST none other than Modi Govt GST
184,2018-07-23 14:23:41, Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t
185,2018-07-23 14:21:16, Feminine hygiene now tax free in India Sanitary napkins out of GST net Periods Happy Independence day Thank you
186,2018-07-23 14:20:57, GST tax slabs are lesser irritants than the design and systems Even medium kirana shops are to shell out Rs 8 10 PM to h
187,2018-07-23 14:20:24,GST tax slabs are lesser irritants than the design and systems Even medium kirana shops are to shell out Rs 8 10
188,2018-07-23 14:19:21, MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores
189,2018-07-23 14:18:25, After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of
190,2018-07-23 14:18:13, GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you
191,2018-07-23 14:18:12, Now only 35 goods in highest tax bracket of GST For more businessNews watch Topline
192,2018-07-23 14:16:53, Election tilt GST Council s rush job angers some FMs of Opposition ruled states who called the process undemocratic unplea
193,2018-07-23 14:16:20, Removing GST from sanitarynapkins was long overdue Good to know the correction has happened finally Now upto Governm
194,2018-07-23 14:16:04, So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu
195,2018-07-23 14:15:52, With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core govt in
196,2018-07-23 14:14:54, MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores
197,2018-07-23 14:14:22, With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core govt in
198,2018-07-23 14:13:54,With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core g
199,2018-07-23 14:11:48, May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera
