tweets,features,sentiment
National Anti Profiteering Authority is set up to monitor if tax cuts are passed on to the consumers or not Testin,"['national', 'anti', 'profiteering', 'authority', 'set', 'monitor', 'tax', 'cuts', 'passed', 'consumers', 'testin']",positive
Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though,"['dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'composition', 'permission']",negative
Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though griv,"['dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'composition', 'permission', 'griv']",negative
 Sanitary Napkins exempted from GST A great move much needed Thank you ji GSTCouncil GSTCouncilMeet,"['sanitary', 'napkins', 'exempted', 'gst', 'move', 'thank', 'ji', 'gstcouncil', 'gstcouncilmeet']",positive
Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though griv,"['dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'composition', 'permission', 'griv']",negative
 Was invited today to Punjabi show Gallaan te Geet regarding One year GST Journey so far and future prospects,"['invited', 'punjabi', 'gallaan', 'te', 'geet', 'regarding', 'gst', 'journey', 'future', 'prospects']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene,"['shoutout', 'amp', 'sensitive', 'towards', 'issues', 'related', 'women', 'health', 'amp', 'hygiene']",negative
FT Footwear Makers Divided On Passing GST Benefit To Consumers adeshgupta footwearnews,"['ft', 'footwear', 'makers', 'divided', 'passing', 'gst', 'benefit', 'consumers', 'adeshgupta', 'footwearnews']",negative
 Decision to exempt sanitary napkins from GST was taken today at 28th GSTCouncilMeet This will help innumerable women a,"['decision', 'exempt', 'sanitary', 'napkins', 'gst', 'gstcouncilmeet', 'help', 'innumerable', 'women']",negative
Dealer can not able to file GSTR4 2 taxpayer instead of already having composition permission though,"['dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'composition', 'permission']",negative
 Odisha Exemption of GST on SanitaryNapkins will positively impact public health of future generations amp benefit Odisha s Kh,"['odisha', 'exemption', 'gst', 'sanitarynapkins', 'positively', 'impact', 'public', 'health', 'future', 'generations', 'amp', 'benefit', 'odisha', 'kh']",negative
Dealer can not able to file GSTR4 2 taxpayer instead of already having composition,"['dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'composition']",negative
 GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA,"['gst', 'council', 'tax', 'audit', 'report', 'changes', 'syllabus', 'aa', 'gaya', 'taxaudit', 'lifeofaca']",negative
 After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of,"['empty', 'boasts', 'endless', 'pr', 'govt', 'scrambles', 'fix', 'gst', 'confronted', 'monumental', 'failure']",negative
 GST on lithium ion batteries reduced to 18 percent from 28 percent earlier,"['gst', 'lithium', 'ion', 'batteries', 'reduced', 'percent', 'percent', 'earlier']",negative
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
 GoI Dealer can not able to file GSTR4 2 taxpayer instead of already havi,"['goi', 'dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead', 'havi']",negative
 Election tilt GST Council s rush job angers some FMs of Opposition ruled states who called the process undemocratic unplea,"['election', 'tilt', 'gst', 'council', 'rush', 'job', 'angers', 'fms', 'opposition', 'ruled', 'called', 'process', 'undemocratic', 'unplea']",positive
GST on lithium ion batteries reduced to 18 percent from 28 percent earlier,"['gst', 'lithium', 'ion', 'batteries', 'reduced', 'percent', 'percent', 'earlier']",negative
NDA s economic policies have hit village economy our state never think about handloom we,"['nda', 'economic', 'policies', 'hit', 'village', 'economy', 'handloom']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
GoI Dealer can not able to file GSTR4 2 taxpayer instead of already h,"['goi', 'dealer', 'able', 'file', 'gstr4', 'taxpayer', 'instead']",negative
 CII welcomes the landmark decisions taken by the Council at its 28th Meeting The decisions are in line with industry s,"['cii', 'welcomes', 'landmark', 'decisions', 'council', 'meeting', 'decisions', 'line', 'industry']",positive
GST rate cuts Discretionary spending likely to gather steam,"['gst', 'rate', 'cuts', 'discretionary', 'spending', 'gather', 'steam']",negative
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores,"['mof', 'officials', 'finally', 'checkmated', 'gst', 'council', 'chaired', 'time', 'finance', 'minister', 'piyush', 'goyal', 'ignores']",positive
 If slow n sure steps was the idea this certainly seems well done Govt getting a proper grip on GST If this,"['slow', 'steps', 'idea', 'govt', 'getting', 'proper', 'grip', 'gst']",positive
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
 Major achievements of GST Under reporting of turnover became ALMOST impossible leading 2 widening of tax base amp higher T,"['major', 'achievements', 'gst', 'reporting', 'turnover', 'impossible', 'leading', 'widening', 'tax', 'base', 'amp']",negative
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of,"['empty', 'boasts', 'endless', 'pr', 'govt', 'scrambles', 'fix', 'gst', 'confronted', 'monumental', 'failure']",negative
 A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene,"['shoutout', 'amp', 'sensitive', 'towards', 'issues', 'related', 'women', 'health', 'amp', 'hygiene']",negative
While GST Council s Tax Cuts Will Bring Cheer It Could Work Out to a Rs 15 000 Crore Revenue Hit,"['gst', 'council', 'tax', 'cuts', 'bring', 'cheer', 'rs', 'crore', 'revenue', 'hit']",positive
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA,"['gst', 'council', 'tax', 'audit', 'report', 'changes', 'syllabus', 'aa', 'gaya', 'taxaudit', 'lifeofaca']",negative
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
Those who are going gaga over no GST on sanitary napkin should read this article Council should amend this to be,"['gaga', 'gst', 'sanitary', 'napkin', 'read', 'article', 'council', 'amend']",positive
 GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA,"['gst', 'council', 'tax', 'audit', 'report', 'changes', 'syllabus', 'aa', 'gaya', 'taxaudit', 'lifeofaca']",negative
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
 RISE GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['rise', 'gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",positive
BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years i,"['bjpians', 'exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy']",positive
GST return filing has been made simpler for all taxpayers Here are the details Council GoI,"['gst', 'return', 'filing', 'simpler', 'taxpayers', 'details', 'council', 'goi']",negative
 The GST council has abolished tax on sanitary napkins Thank you to the FM and the gst council Thank you to the women w,"['gst', 'council', 'abolished', 'tax', 'sanitary', 'napkins', 'thank', 'fm', 'gst', 'council', 'thank', 'women']",negative
BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years i,"['bjpians', 'exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy']",positive
 A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene,"['shoutout', 'amp', 'sensitive', 'towards', 'issues', 'related', 'women', 'health', 'amp', 'hygiene']",negative
BJPians are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in,"['bjpians', 'exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy']",positive
 People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me,"['people', 'finally', 'sanitary', 'pads', 'exempt', 'gst', 'step', 'govt', 'affordable', 'poors']",negative
BJP are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in T,"['bjp', 'exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy']",positive
You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in,"['exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy']",positive
 MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores,"['mof', 'officials', 'finally', 'checkmated', 'gst', 'council', 'chaired', 'time', 'finance', 'minister', 'piyush', 'goyal', 'ignores']",positive
 People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me,"['people', 'finally', 'sanitary', 'pads', 'exempt', 'gst', 'step', 'govt', 'affordable', 'poors']",negative
BJP totally exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tihar Prades,"['bjp', 'totally', 'exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy', 'tihar', 'prades']",positive
 GST Changes Simplified,"['gst', 'changes', 'simplified']",positive
You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tiha,"['exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy', 'tiha']",positive
You are exposed whether illegal earning by Demo GST or by Bank chori Now enjoy next 10 years in Tihar,"['exposed', 'illegal', 'earning', 'demo', 'gst', 'bank', 'chori', 'enjoy', 'tihar']",positive
 People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poors Me,"['people', 'finally', 'sanitary', 'pads', 'exempt', 'gst', 'step', 'govt', 'affordable', 'poors']",negative
 Here is what brought tears of joy in AkshayKumar s eyes GSTCounc,"['brought', 'tears', 'joy', 'akshaykumar', 'eyes', 'gstcounc']",positive
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
 GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA,"['gst', 'council', 'tax', 'audit', 'report', 'changes', 'syllabus', 'aa', 'gaya', 'taxaudit', 'lifeofaca']",negative
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
 Tax experts say exemption for sanitary napkins may not lead to lower prices as input tax credit will be denied In Ju,"['tax', 'experts', 'exemption', 'sanitary', 'napkins', 'lead', 'lower', 'prices', 'input', 'tax', 'credit', 'denied', 'ju']",negative
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
People Finally sanitary pads are exempt from GST Great step by govt This will make it affordable for the poor,"['people', 'finally', 'sanitary', 'pads', 'exempt', 'gst', 'step', 'govt', 'affordable', 'poor']",negative
GST Council Tax Audit Report changes out of syllabus aa gaya TaxAudit 3CD LifeOfACA,"['gst', 'council', 'tax', 'audit', 'report', 'changes', 'syllabus', 'aa', 'gaya', 'taxaudit', 'lifeofaca']",negative
Finally GOVT Concluded GST from SanitaryNapkins Great move AccheDin,"['finally', 'govt', 'concluded', 'gst', 'sanitarynapkins', 'move', 'acchedin']",negative
Himachal Pradesh CM welcomes GST Council s decision to cut rate on 88 items simplify return filing,"['himachal', 'pradesh', 'cm', 'welcomes', 'gst', 'council', 'decision', 'cut', 'rate', 'items', 'simplify', 'return', 'filing']",negative
GST Council s decision was very fair and will ensure that both hoteliers and consumers have clarity on the tax t,"['gst', 'council', 'decision', 'fair', 'ensure', 'hoteliers', 'consumers', 'clarity', 'tax']",negative
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March,"['watch', 'mp', 'tiruchi', 'siva', 'dmk', 'suggests', 'removal', 'gst', 'sanitary', 'napkins', 'rajya', 'sabha', 'appreciates', 'suggestion', 'march']",positive
 WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March,"['watch', 'mp', 'tiruchi', 'siva', 'dmk', 'suggests', 'removal', 'gst', 'sanitary', 'napkins', 'rajya', 'sabha', 'appreciates', 'suggestion', 'march']",positive
 The Good amp Simple Tax GST is now more farmer friendly Welcome the decision to reduce tax rates on Biofuel pellets Etha,"['amp', 'simple', 'tax', 'gst', 'farmer', 'friendly', 'welcome', 'decision', 'reduce', 'tax', 'rates', 'biofuel', 'pellets', 'etha']",negative
 A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene,"['shoutout', 'amp', 'sensitive', 'towards', 'issues', 'related', 'women', 'health', 'amp', 'hygiene']",negative
Keep GST rate on lithium ion battery same as electric vehicles SMEV ElectricVehicles ElectricVehicle,"['gst', 'rate', 'lithium', 'ion', 'battery', 'electric', 'vehicles', 'smev', 'electricvehicles', 'electricvehicle']",negative
Keep GST rate on lithium ion battery same as electric vehicles SMEV,"['gst', 'rate', 'lithium', 'ion', 'battery', 'electric', 'vehicles', 'smev']",negative
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 The GST council has abolished tax on sanitary napkins Thank you to the FM and the gst council Thank you to the women w,"['gst', 'council', 'abolished', 'tax', 'sanitary', 'napkins', 'thank', 'fm', 'gst', 'council', 'thank', 'women']",negative
Govt open to further review of GST rates Rajnath,"['govt', 'review', 'gst', 'rates', 'rajnath']",negative
 After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of,"['empty', 'boasts', 'endless', 'pr', 'govt', 'scrambles', 'fix', 'gst', 'confronted', 'monumental', 'failure']",negative
 The Government finally realizes that Sanitary Napkins are not luxury for women Sanitary Napkins are exempted from GST a,"['government', 'finally', 'realizes', 'sanitary', 'napkins', 'luxury', 'women', 'sanitary', 'napkins', 'exempted', 'gst']",positive
 A wonderful initiative towards women empowerment and also ensuring their health amp hygiene A big thank you to Shri,"['wonderful', 'initiative', 'towards', 'women', 'empowerment', 'ensuring', 'health', 'amp', 'hygiene', 'thank', 'shri']",negative
 The Good amp Simple Tax GST is now more farmer friendly Welcome the decision to reduce tax rates on Biofuel pellets Etha,"['amp', 'simple', 'tax', 'gst', 'farmer', 'friendly', 'welcome', 'decision', 'reduce', 'tax', 'rates', 'biofuel', 'pellets', 'etha']",negative
 MP Tiruchi Siva DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March 8 2018 Wo,"['mp', 'tiruchi', 'siva', 'dmk', 'suggests', 'removal', 'gst', 'sanitary', 'napkins', 'rajya', 'sabha', 'appreciates', 'suggestion', 'march', 'wo']",positive
 Decision to exempt sanitary napkins from GST was taken today at 28th GSTCouncilMeet This will help innumerable women a,"['decision', 'exempt', 'sanitary', 'napkins', 'gst', 'gstcouncilmeet', 'help', 'innumerable', 'women']",negative
